year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
2011,Auburn,SEC,West,13,8,5,0,8,4,4,0,7,6,1,0,5,1,4,0
2011,Ball State,Mid-American,West,12,6,6,0,8,4,4,0,5,3,2,0,6,2,4,0
2011,Baylor,Big 12,,13,10,3,0,9,6,3,0,7,7,0,0,4,1,3,0
2011,Boise State,Mountain West,,13,12,1,0,7,6,1,0,6,5,1,0,6,6,0,0
2011,Boston College,ACC,Atlantic,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
2011,Bowling Green,Mid-American,East,12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
2011,Buffalo,Mid-American,East,12,3,9,0,8,2,6,0,6,3,3,0,6,0,6,0
2011,BYU,FBS Independents,,13,10,3,0,0,0,0,0,7,6,1,0,4,3,1,0
2011,California,Pac-12,North,13,7,6,0,10,5,5,0,6,5,1,0,6,2,4,0
2011,Central Michigan,Mid-American,West,12,3,9,0,8,2,6,0,5,2,3,0,7,1,6,0
2011,Cincinnati,Big East,,13,10,3,0,7,5,2,0,6,5,1,0,6,4,2,0
2011,Clemson,ACC,Atlantic,14,10,4,0,9,7,2,0,7,7,0,0,5,2,3,0
2011,Colorado,Pac-12,South,13,3,10,0,10,2,8,0,5,1,4,0,7,1,6,0
2011,Colorado State,Mountain West,,12,3,9,0,7,1,6,0,6,1,5,0,5,2,3,0
2011,Connecticut,Big East,,12,5,7,0,7,3,4,0,7,4,3,0,5,1,4,0
2011,Duke,ACC,Coastal,12,3,9,0,8,1,7,0,7,1,6,0,5,2,3,0
2011,East Carolina,Conference USA,East,12,5,7,0,8,4,4,0,6,3,3,0,5,2,3,0
2011,Eastern Michigan,Mid-American,West,12,6,6,0,8,4,4,0,6,5,1,0,6,1,5,0
2011,Florida,SEC,East,13,7,6,0,8,3,5,0,7,5,2,0,4,1,3,0
2011,Florida Atlantic,Sun Belt,,12,1,11,0,8,0,8,0,5,1,4,0,7,0,7,0
2011,Florida International,Sun Belt,,13,8,5,0,8,5,3,0,6,4,2,0,6,4,2,0
2011,Florida State,ACC,Atlantic,13,9,4,0,8,5,3,0,7,5,2,0,5,3,2,0
2011,Fresno State,Western Athletic,,13,4,9,0,7,3,4,0,6,2,4,0,7,2,5,0
2011,Georgia,SEC,East,14,10,4,0,9,7,2,0,7,5,2,0,4,4,0,0
2011,Georgia Tech,ACC,Coastal,13,8,5,0,8,5,3,0,7,5,2,0,5,3,2,0
2011,Hawai'i,Western Athletic,,13,6,7,0,7,3,4,0,7,4,3,0,6,2,4,0
2011,Houston,Conference USA,West,14,13,1,0,9,8,1,0,7,6,1,0,6,6,0,0
2011,Idaho,Western Athletic,,12,2,10,0,7,1,6,0,6,1,5,0,6,1,5,0
2011,Illinois,Big Ten,Leaders,13,7,6,0,8,2,6,0,8,5,3,0,4,1,3,0
2011,Indiana,Big Ten,Leaders,12,1,11,0,8,0,8,0,6,1,5,0,5,0,5,0
2011,Iowa,Big Ten,Legends,13,7,6,0,8,4,4,0,7,6,1,0,5,1,4,0
2011,Iowa State,Big 12,,13,6,7,0,9,3,6,0,6,4,2,0,6,2,4,0
2011,Kansas,Big 12,,12,2,10,0,9,0,9,0,6,2,4,0,5,0,5,0
2011,Kansas State,Big 12,,13,10,3,0,9,7,2,0,7,6,1,0,5,4,1,0
2011,Kent State,Mid-American,East,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
2011,Kentucky,SEC,East,12,5,7,0,8,2,6,0,7,4,3,0,4,0,4,0
2011,Louisiana,Sun Belt,,13,9,4,0,8,6,2,0,5,5,0,0,7,3,4,0
2011,Louisiana Monroe,Sun Belt,,12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
2011,Louisiana Tech,Western Athletic,,13,8,5,0,7,6,1,0,5,3,2,0,7,5,2,0
2011,Louisville,Big East,,13,7,6,0,7,5,2,0,6,3,3,0,6,4,2,0
2011,LSU,SEC,West,14,13,1,0,10,9,1,0,6,6,0,0,5,5,0,0
2011,Marshall,Conference USA,East,13,7,6,0,8,5,3,0,5,4,1,0,7,2,5,0
2011,Maryland,ACC,Atlantic,12,2,10,0,8,1,7,0,7,2,5,0,4,0,4,0
2011,Memphis,Conference USA,East,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
2011,Miami,ACC,Coastal,12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
2011,Miami (OH),Mid-American,East,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
2011,Michigan,Big Ten,Legends,13,11,2,0,8,6,2,0,8,8,0,0,4,2,2,0
2011,Michigan State,Big Ten,Legends,14,11,3,0,9,7,2,0,7,7,0,0,5,3,2,0
2011,Middle Tennessee,Sun Belt,,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
2011,Minnesota,Big Ten,Legends,12,3,9,0,8,2,6,0,7,3,4,0,5,0,5,0
2011,Mississippi State,SEC,West,13,7,6,0,8,2,6,0,6,3,3,0,6,3,3,0
2011,Missouri,Big 12,,13,8,5,0,9,5,4,0,6,5,1,0,5,1,4,0
2011,Navy,FBS Independents,,12,5,7,0,0,0,0,0,5,2,3,0,6,2,4,0
2011,NC State,ACC,Atlantic,13,8,5,0,8,4,4,0,7,6,1,0,5,1,4,0
2011,Nebraska,Big Ten,Legends,13,9,4,0,8,5,3,0,7,6,1,0,5,3,2,0
2011,Nevada,Western Athletic,,13,7,6,0,7,5,2,0,6,5,1,0,6,2,4,0
2011,New Mexico,Mountain West,,12,1,11,0,7,1,6,0,6,1,5,0,6,0,6,0
2011,New Mexico State,Western Athletic,,13,4,9,0,7,2,5,0,6,2,4,0,7,2,5,0
2011,North Carolina,ACC,Coastal,13,7,6,0,8,3,5,0,7,6,1,0,5,1,4,0
2011,Northern Illinois,Mid-American,West,14,11,3,0,9,8,1,0,6,6,0,0,5,3,2,0
2011,North Texas,Sun Belt,,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
2011,Northwestern,Big Ten,Legends,13,6,7,0,8,3,5,0,6,3,3,0,6,3,3,0
2011,Notre Dame,FBS Independents,,13,8,5,0,0,0,0,0,6,4,2,0,5,3,2,0
2011,Ohio,Mid-American,East,14,10,4,0,9,6,3,0,6,5,1,0,6,4,2,0
2011,Ohio State,Big Ten,Leaders,13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0
2011,Oklahoma,Big 12,,13,10,3,0,9,6,3,0,6,5,1,0,5,3,2,0
2011,Oklahoma State,Big 12,,13,12,1,0,9,8,1,0,6,6,0,0,6,5,1,0
2011,Ole Miss,SEC,West,12,2,10,0,8,0,8,0,7,1,6,0,5,1,4,0
2011,Oregon,Pac-12,North,14,12,2,0,10,9,1,0,8,7,1,0,4,4,0,0
2011,Oregon State,Pac-12,North,12,3,9,0,9,3,6,0,6,2,4,0,6,1,5,0
2011,Penn State,Big Ten,Leaders,13,9,4,0,8,6,2,0,7,5,2,0,5,4,1,0
2011,Pittsburgh,Big East,,13,6,7,0,7,4,3,0,8,5,3,0,4,1,3,0
2011,Purdue,Big Ten,Leaders,13,7,6,0,8,4,4,0,7,5,2,0,5,1,4,0
2011,Rice,Conference USA,West,12,4,8,0,8,3,5,0,5,4,1,0,7,0,7,0
2011,Rutgers,Big East,,13,9,4,0,7,4,3,0,7,6,1,0,4,1,3,0
2011,San Diego State,Mountain West,,13,8,5,0,7,4,3,0,7,4,3,0,5,4,1,0
2011,San José State,Western Athletic,,12,5,7,0,7,3,4,0,5,3,2,0,7,2,5,0
2011,SMU,Conference USA,West,13,8,5,0,8,5,3,0,6,5,1,0,6,2,4,0
2011,South Carolina,SEC,East,13,11,2,0,8,6,2,0,7,6,1,0,4,3,1,0
2011,Southern Mississippi,Conference USA,East,14,12,2,0,9,7,2,0,6,6,0,0,7,5,2,0
2011,South Florida,Big East,,12,5,7,0,7,1,6,0,7,3,4,0,5,2,3,0
2011,Stanford,Pac-12,North,13,11,2,0,9,8,1,0,7,6,1,0,5,5,0,0
2011,Syracuse,Big East,,12,5,7,0,7,1,6,0,7,4,3,0,5,1,4,0
2011,TCU,Mountain West,,13,11,2,0,7,7,0,0,6,5,1,0,5,4,1,0
2011,Temple,Mid-American,East,13,9,4,0,8,5,3,0,7,5,2,0,5,3,2,0
2011,Tennessee,SEC,East,12,5,7,0,8,1,7,0,8,5,3,0,4,0,4,0
2011,Texas,Big 12,,13,8,5,0,9,4,5,0,6,4,2,0,5,3,2,0
2011,Texas A&M,Big 12,,13,7,6,0,9,4,5,0,7,4,3,0,4,2,2,0
2011,Texas Tech,Big 12,,12,5,7,0,9,2,7,0,6,2,4,0,5,3,2,0
2011,Toledo,Mid-American,West,13,9,4,0,8,7,1,0,6,4,2,0,6,4,2,0
2011,Troy,Sun Belt,,12,3,9,0,8,2,6,0,5,3,2,0,7,0,7,0
2011,Tulane,Conference USA,West,13,2,11,0,8,1,7,0,6,1,5,0,7,1,6,0
2011,Tulsa,Conference USA,West,13,8,5,0,8,7,1,0,6,4,2,0,6,4,2,0
2011,UAB,Conference USA,East,12,3,9,0,8,3,5,0,5,2,3,0,7,1,6,0
2011,UCF,Conference USA,East,12,5,7,0,8,3,5,0,6,5,1,0,6,0,6,0
2011,UCLA,Pac-12,South,14,6,8,0,10,5,5,0,6,5,1,0,7,1,6,0
2011,UNLV,Mountain West,,12,2,10,0,7,1,6,0,5,2,3,0,7,0,7,0
2011,USC,Pac-12,South,12,10,2,0,9,7,2,0,7,6,1,0,5,4,1,0
2011,Utah,Pac-12,South,13,8,5,0,9,4,5,0,6,3,3,0,6,4,2,0
2011,Utah State,Western Athletic,,13,7,6,0,7,5,2,0,6,4,2,0,6,3,3,0
2011,UTEP,Conference USA,West,12,5,7,0,8,2,6,0,6,3,3,0,6,2,4,0
2011,Vanderbilt,SEC,East,13,6,7,0,8,2,6,0,7,5,2,0,5,1,4,0
2011,Virginia,ACC,Coastal,13,8,5,0,8,5,3,0,7,4,3,0,5,4,1,0
2011,Virginia Tech,ACC,Coastal,14,11,3,0,9,7,2,0,6,5,1,0,6,6,0,0
2011,Wake Forest,ACC,Atlantic,13,6,7,0,8,5,3,0,7,4,3,0,5,2,3,0
2011,Washington,Pac-12,North,13,7,6,0,9,5,4,0,7,6,1,0,5,1,4,0
2011,Washington State,Pac-12,North,12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
2011,Western Kentucky,Sun Belt,,12,7,5,0,8,7,1,0,6,3,3,0,5,4,1,0
2011,Western Michigan,Mid-American,West,13,7,6,0,8,5,3,0,5,5,0,0,7,2,5,0
2011,West Virginia,Big East,,13,10,3,0,7,5,2,0,7,5,2,0,5,4,1,0
2011,Wisconsin,Big Ten,Leaders,14,11,3,0,9,7,2,0,7,7,0,0,4,2,2,0
2011,Wyoming,Mountain West,,13,8,5,0,7,5,2,0,6,4,2,0,6,4,2,0
2010,Air Force,Mountain West,,13,9,4,0,8,5,3,0,6,5,1,0,6,3,3,0
2010,Akron,Mid-American,East,12,1,11,0,8,1,7,0,6,1,5,0,6,0,6,0
2010,Alabama,SEC,West,13,10,3,0,8,5,3,0,7,6,1,0,5,3,2,0
2010,Arizona,Pac-10,,13,7,6,0,10,5,5,0,7,4,3,0,5,3,2,0
2010,Arizona State,Pac-10,,12,6,6,0,10,4,6,0,6,4,2,0,6,2,4,0
2010,Arkansas,SEC,West,13,10,3,0,8,6,2,0,6,5,1,0,4,3,1,0
2010,Arkansas State,Sun Belt,,12,4,8,0,8,4,4,0,5,3,2,0,7,1,6,0
2010,Army,FBS Independents,,13,7,6,0,0,0,0,0,5,2,3,0,6,5,1,0
2010,Auburn,SEC,West,14,14,0,0,9,9,0,0,8,8,0,0,4,4,0,0
2010,Ball State,Mid-American,West,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
2010,Baylor,Big 12,South,13,7,6,0,8,4,4,0,6,4,2,0,5,3,2,0
2010,Boise State,Western Athletic,,13,12,1,0,8,7,1,0,6,6,0,0,5,4,1,0
2010,Boston College,ACC,Atlantic,13,7,6,0,8,4,4,0,7,4,3,0,5,3,2,0
2010,Bowling Green,Mid-American,East,12,2,10,0,8,1,7,0,5,1,4,0,7,1,6,0
2010,Buffalo,Mid-American,East,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
2010,BYU,Mountain West,,13,7,6,0,9,6,3,0,6,5,1,0,6,1,5,0
2010,California,Pac-10,,12,5,7,0,9,3,6,0,7,4,3,0,5,1,4,0
2010,Central Michigan,Mid-American,West,12,3,9,0,8,2,6,0,5,2,3,0,7,1,6,0
2010,Cincinnati,Big East,,12,4,8,0,7,2,5,0,7,3,4,0,5,1,4,0
2010,Clemson,ACC,Atlantic,13,6,7,0,8,4,4,0,7,5,2,0,5,1,4,0
2010,Colorado,Big 12,North,12,5,7,0,8,2,6,0,6,4,2,0,5,0,5,0
2010,Colorado State,Mountain West,,12,3,9,0,8,2,6,0,5,3,2,0,6,0,6,0
2010,Connecticut,Big East,,13,8,5,0,7,5,2,0,6,6,0,0,6,2,4,0
2010,Duke,ACC,Coastal,12,3,9,0,8,1,7,0,7,2,5,0,5,1,4,0
2010,East Carolina,Conference USA,East,13,6,7,0,8,5,3,0,6,4,2,0,6,2,4,0
2010,Eastern Michigan,Mid-American,West,12,2,10,0,8,2,6,0,5,0,5,0,7,2,5,0
2010,Florida,SEC,East,13,8,5,0,8,4,4,0,7,4,3,0,4,2,2,0
2010,Florida Atlantic,Sun Belt,,12,4,8,0,8,3,5,0,4,2,2,0,7,2,5,0
2010,Florida International,Sun Belt,,13,7,6,0,8,6,2,0,5,3,2,0,7,3,4,0
2010,Florida State,ACC,Atlantic,14,10,4,0,9,6,3,0,7,6,1,0,5,3,2,0
2010,Fresno State,Western Athletic,,13,8,5,0,8,5,3,0,7,5,2,0,5,3,2,0
2010,Georgia,SEC,East,13,6,7,0,8,3,5,0,6,5,1,0,5,1,4,0
2010,Georgia Tech,ACC,Coastal,13,6,7,0,8,4,4,0,6,4,2,0,6,2,4,0
2010,Hawai'i,Western Athletic,,14,10,4,0,8,7,1,0,7,6,1,0,6,4,2,0
2010,Houston,Conference USA,West,12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
2010,Idaho,Western Athletic,,13,6,7,0,8,3,5,0,6,4,2,0,7,2,5,0
2010,Illinois,Big Ten,,13,7,6,0,8,4,4,0,6,4,2,0,5,2,3,0
2010,Indiana,Big Ten,,12,5,7,0,8,1,7,0,6,3,3,0,5,2,3,0
2010,Iowa,Big Ten,,13,8,5,0,9,4,5,0,7,5,2,0,5,2,3,0
2010,Iowa State,Big 12,North,12,5,7,0,8,3,5,0,7,4,3,0,4,1,3,0
2010,Kansas,Big 12,North,12,3,9,0,8,1,7,0,7,3,4,0,4,0,4,0
2010,Kansas State,Big 12,North,13,7,6,0,8,3,5,0,6,4,2,0,5,2,3,0
2010,Kent State,Mid-American,East,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
2010,Kentucky,SEC,East,13,6,7,0,8,2,6,0,7,5,2,0,5,1,4,0
2010,Louisiana,Sun Belt,,12,3,9,0,8,3,5,0,5,1,4,0,7,2,5,0
2010,Louisiana Monroe,Sun Belt,,12,5,7,0,8,4,4,0,5,4,1,0,6,1,5,0
2010,Louisiana Tech,Western Athletic,,12,5,7,0,8,4,4,0,6,2,4,0,5,2,3,0
2010,Louisville,Big East,,13,7,6,0,7,3,4,0,7,3,4,0,5,3,2,0
2010,LSU,SEC,West,13,11,2,0,8,6,2,0,7,7,0,0,4,2,2,0
2010,Marshall,Conference USA,East,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
2010,Maryland,ACC,Atlantic,13,9,4,0,8,5,3,0,6,5,1,0,5,2,3,0
2010,Memphis,Conference USA,East,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
2010,Miami,ACC,Coastal,13,7,6,0,8,5,3,0,6,3,3,0,6,4,2,0
2010,Miami (OH),Mid-American,East,14,10,4,0,9,8,1,0,5,4,1,0,7,4,3,0
2010,Michigan,Big Ten,,13,7,6,0,8,3,5,0,7,4,3,0,5,3,2,0
2010,Michigan State,Big Ten,,13,11,2,0,8,7,1,0,7,7,0,0,4,3,1,0
2010,Middle Tennessee,Sun Belt,,13,6,7,0,8,5,3,0,6,3,3,0,6,3,3,0
2010,Minnesota,Big Ten,,12,3,9,0,9,2,7,0,7,1,6,0,5,2,3,0
2010,Mississippi State,SEC,West,13,9,4,0,8,4,4,0,7,5,2,0,5,3,2,0
2010,Missouri,Big 12,North,13,10,3,0,8,6,2,0,6,6,0,0,4,2,2,0
2010,Navy,FBS Independents,,13,9,4,0,0,0,0,0,5,4,1,0,5,3,2,0
2010,NC State,ACC,Atlantic,13,9,4,0,8,5,3,0,6,5,1,0,6,3,3,0
2010,Nebraska,Big 12,North,14,10,4,0,9,6,3,0,7,6,1,0,5,4,1,0
2010,Nevada,Western Athletic,,14,13,1,0,8,7,1,0,7,7,0,0,6,5,1,0
2010,New Mexico,Mountain West,,12,1,11,0,9,1,8,0,6,1,5,0,6,0,6,0
2010,New Mexico State,Western Athletic,,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2010,North Carolina,ACC,Coastal,13,8,5,0,8,4,4,0,6,3,3,0,5,4,1,0
2010,Northern Illinois,Mid-American,West,14,11,3,0,9,8,1,0,5,5,0,0,7,5,2,0
2010,North Texas,Sun Belt,,12,3,9,0,8,3,5,0,6,0,6,0,6,3,3,0
2010,Northwestern,Big Ten,,13,7,6,0,8,3,5,0,6,3,3,0,6,4,2,0
2010,Notre Dame,FBS Independents,,13,8,5,0,0,0,0,0,7,4,3,0,3,2,1,0
2010,Ohio,Mid-American,East,13,8,5,0,8,6,2,0,6,5,1,0,6,3,3,0
2010,Ohio State,Big Ten,,13,12,1,0,8,7,1,0,8,8,0,0,4,3,1,0
2010,Oklahoma,Big 12,South,14,12,2,0,9,7,2,0,6,6,0,0,5,3,2,0
2010,Oklahoma State,Big 12,South,13,11,2,0,8,6,2,0,7,5,2,0,5,5,0,0
2010,Ole Miss,SEC,West,12,4,8,0,8,1,7,0,7,3,4,0,5,1,4,0
2010,Oregon,Pac-10,,13,12,1,0,10,10,0,0,6,6,0,0,6,6,0,0
2010,Oregon State,Pac-10,,12,5,7,0,10,4,6,0,6,4,2,0,5,1,4,0
2010,Penn State,Big Ten,,13,7,6,0,8,4,4,0,7,5,2,0,4,1,3,0
2010,Pittsburgh,Big East,,13,8,5,0,7,5,2,0,6,4,2,0,6,3,3,0
2010,Purdue,Big Ten,,12,4,8,0,8,2,6,0,7,3,4,0,5,1,4,0
2010,Rice,Conference USA,West,12,4,8,0,8,3,5,0,6,3,3,0,5,1,4,0
2010,Rutgers,Big East,,12,4,8,0,7,1,6,0,7,3,4,0,5,1,4,0
2010,San Diego State,Mountain West,,13,9,4,0,8,5,3,0,7,6,1,0,6,3,3,0
2010,San José State,Western Athletic,,13,1,12,0,8,0,8,0,6,1,5,0,7,0,7,0
2010,SMU,Conference USA,West,14,7,7,0,9,6,3,0,7,4,3,0,7,3,4,0
2010,South Carolina,SEC,East,14,9,5,0,9,5,4,0,7,6,1,0,5,3,2,0
2010,Southern Mississippi,Conference USA,East,13,8,5,0,8,5,3,0,6,4,2,0,6,4,2,0
2010,South Florida,Big East,,13,8,5,0,7,3,4,0,7,4,3,0,5,3,2,0
2010,Stanford,Pac-10,,13,12,1,0,9,8,1,0,6,6,0,0,6,5,1,0
2010,Syracuse,Big East,,13,8,5,0,7,4,3,0,6,2,4,0,6,5,1,0
2010,TCU,Mountain West,,13,13,0,0,10,10,0,0,6,6,0,0,5,5,0,0
2010,Temple,Mid-American,East,12,8,4,0,8,5,3,0,6,5,1,0,6,3,3,0
2010,Tennessee,SEC,East,13,6,7,0,8,3,5,0,7,4,3,0,5,2,3,0
2010,Texas,Big 12,South,12,5,7,0,8,2,6,0,7,2,5,0,3,2,1,0
2010,Texas A&M,Big 12,South,13,9,4,0,8,6,2,0,7,6,1,0,4,3,1,0
2010,Texas Tech,Big 12,South,13,8,5,0,8,3,5,0,6,4,2,0,5,2,3,0
2010,Toledo,Mid-American,West,13,8,5,0,8,7,1,0,6,4,2,0,6,4,2,0
2010,Troy,Sun Belt,,13,8,5,0,8,6,2,0,5,4,1,0,7,3,4,0
2010,Tulane,Conference USA,West,12,4,8,0,8,2,6,0,7,2,5,0,5,2,3,0
2010,Tulsa,Conference USA,West,13,10,3,0,8,6,2,0,6,6,0,0,6,3,3,0
2010,UAB,Conference USA,East,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
2010,UCF,Conference USA,East,14,11,3,0,9,8,1,0,7,5,2,0,6,5,1,0
2010,UCLA,Pac-10,,12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
2010,UNLV,Mountain West,,13,2,11,0,9,2,7,0,6,2,4,0,7,0,7,0
2010,USC,Pac-10,,13,8,5,0,10,6,4,0,6,3,3,0,7,5,2,0
2010,Utah,Mountain West,,13,10,3,0,8,7,1,0,6,5,1,0,6,5,1,0
2010,Utah State,Western Athletic,,12,4,8,0,8,2,6,0,6,3,3,0,6,1,5,0
2010,UTEP,Conference USA,West,13,6,7,0,8,3,5,0,6,5,1,0,6,1,5,0
2010,Vanderbilt,SEC,East,12,2,10,0,8,1,7,0,7,1,6,0,5,1,4,0
2010,Virginia,ACC,Coastal,12,4,8,0,8,1,7,0,7,4,3,0,5,0,5,0
2010,Virginia Tech,ACC,Coastal,14,11,3,0,9,9,0,0,7,6,1,0,4,4,0,0
2010,Wake Forest,ACC,Atlantic,12,3,9,0,8,1,7,0,6,2,4,0,6,1,5,0
2010,Washington,Pac-10,,13,7,6,0,10,5,5,0,6,3,3,0,6,3,3,0
2010,Washington State,Pac-10,,12,2,10,0,9,1,8,0,6,1,5,0,6,1,5,0
2010,Western Kentucky,Sun Belt,,12,2,10,0,8,2,6,0,5,0,5,0,7,2,5,0
2010,Western Michigan,Mid-American,West,12,6,6,0,8,5,3,0,6,3,3,0,6,3,3,0
2010,West Virginia,Big East,,13,9,4,0,7,5,2,0,7,6,1,0,5,3,2,0
2010,Wisconsin,Big Ten,,13,11,2,0,11,9,2,0,7,7,0,0,5,4,1,0
2010,Wyoming,Mountain West,,12,3,9,0,8,1,7,0,6,2,4,0,6,1,5,0
2009,Air Force,Mountain West,,13,8,5,0,9,5,4,0,6,5,1,0,6,2,4,0
2009,Akron,Mid-American,East,12,3,9,0,8,2,6,0,6,3,3,0,6,0,6,0
2009,Alabama,SEC,West,14,14,0,0,9,9,0,0,7,7,0,0,4,4,0,0
2009,Arizona,Pac-10,,13,8,5,0,10,6,4,0,6,5,1,0,6,3,3,0
2009,Arizona State,Pac-10,,12,4,8,0,9,2,7,0,7,3,4,0,5,1,4,0
2009,Arkansas,SEC,West,13,8,5,0,8,3,5,0,7,6,1,0,4,0,4,0
2009,Arkansas State,Sun Belt,,12,4,8,0,8,3,5,0,5,3,2,0,7,1,6,0
2009,Army,FBS Independents,,12,5,7,0,0,0,0,0,6,3,3,0,5,2,3,0
2009,Auburn,SEC,West,13,8,5,0,8,3,5,0,8,6,2,0,4,1,3,0
2009,Ball State,Mid-American,West,12,2,10,0,8,2,6,0,6,0,6,0,6,2,4,0
2009,Baylor,Big 12,South,12,4,8,0,8,1,7,0,6,2,4,0,5,2,3,0
2009,Boise State,Western Athletic,,14,14,0,0,8,8,0,0,7,7,0,0,6,6,0,0
2009,Boston College,ACC,Atlantic,13,8,5,0,8,5,3,0,7,6,1,0,5,2,3,0
2009,Bowling Green,Mid-American,East,13,7,6,0,8,6,2,0,6,3,3,0,6,4,2,0
2009,Buffalo,Mid-American,East,12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
2009,BYU,Mountain West,,13,11,2,0,9,8,1,0,6,4,2,0,5,5,0,0
2009,California,Pac-10,,13,8,5,0,11,6,5,0,6,4,2,0,6,4,2,0
2009,Central Michigan,Mid-American,West,14,12,2,0,9,9,0,0,5,5,0,0,7,5,2,0
2009,Cincinnati,Big East,,13,12,1,0,7,7,0,0,6,6,0,0,6,6,0,0
2009,Clemson,ACC,Atlantic,14,9,5,0,9,6,3,0,7,6,1,0,5,2,3,0
2009,Colorado,Big 12,North,12,3,9,0,8,2,6,0,6,3,3,0,6,0,6,0
2009,Colorado State,Mountain West,,12,3,9,0,8,0,8,0,6,2,4,0,6,1,5,0
2009,Connecticut,Big East,,13,8,5,0,7,3,4,0,6,4,2,0,6,3,3,0
2009,Duke,ACC,Coastal,12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
2009,East Carolina,Conference USA,East,14,9,5,0,9,8,1,0,7,6,1,0,6,3,3,0
2009,Eastern Michigan,Mid-American,West,12,0,12,0,8,0,8,0,5,0,5,0,7,0,7,0
2009,Florida,SEC,East,14,13,1,0,9,8,1,0,7,7,0,0,4,4,0,0
2009,Florida Atlantic,Sun Belt,,12,5,7,0,8,5,3,0,5,2,3,0,7,3,4,0
2009,Florida International,Sun Belt,,12,3,9,0,8,3,5,0,5,2,3,0,7,1,6,0
2009,Florida State,ACC,Atlantic,13,7,6,0,8,4,4,0,6,3,3,0,6,3,3,0
2009,Fresno State,Western Athletic,,13,8,5,0,8,6,2,0,5,4,1,0,7,4,3,0
2009,Georgia,SEC,East,13,8,5,0,8,4,4,0,6,4,2,0,5,3,2,0
2009,Georgia Tech,ACC,Coastal,14,11,3,0,9,8,1,0,6,5,1,0,6,5,1,0
2009,Hawai'i,Western Athletic,,13,6,7,0,8,3,5,0,7,4,3,0,6,2,4,0
2009,Houston,Conference USA,West,14,10,4,0,9,6,3,0,6,6,0,0,7,4,3,0
2009,Idaho,Western Athletic,,13,8,5,0,8,4,4,0,6,4,2,0,6,3,3,0
2009,Illinois,Big Ten,,12,3,9,0,8,2,6,0,6,2,4,0,5,1,4,0
2009,Indiana,Big Ten,,12,4,8,0,8,1,7,0,6,3,3,0,6,1,5,0
2009,Iowa,Big Ten,,13,11,2,0,9,7,2,0,7,6,1,0,5,4,1,0
2009,Iowa State,Big 12,North,13,7,6,0,8,3,5,0,7,4,3,0,5,2,3,0
2009,Kansas,Big 12,North,12,5,7,0,8,1,7,0,6,4,2,0,5,1,4,0
2009,Kansas State,Big 12,North,12,6,6,0,8,4,4,0,6,5,1,0,6,1,5,0
2009,Kent State,Mid-American,East,12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
2009,Kentucky,SEC,East,13,7,6,0,8,3,5,0,7,3,4,0,5,4,1,0
2009,Louisiana,Sun Belt,,12,6,6,0,8,4,4,0,6,4,2,0,6,2,4,0
2009,Louisiana Monroe,Sun Belt,,12,6,6,0,8,5,3,0,5,4,1,0,7,2,5,0
2009,Louisiana Tech,Western Athletic,,12,4,8,0,8,3,5,0,5,4,1,0,7,0,7,0
2009,Louisville,Big East,,12,4,8,0,7,1,6,0,6,4,2,0,6,0,6,0
2009,LSU,SEC,West,13,9,4,0,8,5,3,0,7,6,1,0,5,3,2,0
2009,Marshall,Conference USA,East,13,7,6,0,8,4,4,0,6,4,2,0,6,2,4,0
2009,Maryland,ACC,Atlantic,12,2,10,0,8,1,7,0,7,2,5,0,5,0,5,0
2009,Memphis,Conference USA,East,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2009,Miami,ACC,Coastal,13,9,4,0,8,5,3,0,6,5,1,0,6,4,2,0
2009,Miami (OH),Mid-American,East,12,1,11,0,8,1,7,0,6,1,5,0,6,0,6,0
2009,Michigan,Big Ten,,12,5,7,0,8,1,7,0,8,5,3,0,4,0,4,0
